otu name,Taxonomy,Percent Homology,evalue,bitscore,homology extract gibbsfree_otu/gibbsfree_homolog,total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length,Extraction-Blank-1,Extraction-Blank-2,H2O-Extraction-Blank,MKE-1-2,MKE-1-3,MKE-1-4,MKE-2-1,MKE-2-2,MKE-2-3,MKE-3-3,MKE-3-4,MKE-3-7,MKE-4-B1,MKE-4-B2,MKE-4-B3,MKE-4-Tub-2,MKE-4-Tub-3,MKE-4-Tub-4,MKE-4-UT1,MKE-4-UT2,MKE-4-UT3,MKE-5-B5,MKE-5-B6,MKE-5-B7,MKE-5-T1,MKE-5-T2,MKE-5-B1,MKE-5-Tub1-R1,MKE-5-Tub2-R1,MKE-5-Tub3-R1,MKE-5-UT1,MKE-5-UT2,MKE-5-UT3,MKE-7-2,MKE-7-1,MKE-7-4,MKE-7-Bot-Tub1,MKE-7-Bot-Tub2,MKE-7-Top-Tub1,MKE-7-UT1,MKE-7-UT2,MKE-7-UT3,MKE-8-3,MKE-8-4,MKE-8-5,MKE-9-Cu2,MKE-9-Cu3,MKE-9-Cu4,MKE-13-4,MKE-13-5,MKE-13-6,MKE-14-B1,MKE-14-B2,MKE-14-B3,MKE-16-B1,MKE-16-B2,MKE-16-B3,MKE-16-Tub-R1,MKE-16-Tub-R2,OC-1-G,OC-1-H,OC-1-I,OC-4-3,OC-4-4,OC-4-5,OC-5-3,OC-5-4,OC-5-5,OC-6-1,OC-6-2,OC-6-5,OC-7-4,OC-7-5,OC-7-6,WK1-B1,WK1-B2,WK1-B3,WK2-LP-19-B,WK2-LP-20-B,WK2-LP-21-B,WK2-Fe-1,WK2-Fe-12D,WK2-Fe-3,WK3-B3,WK3-B4,WK3-B5,WK3-Tub-4,WK3-Tub-6,WK3-Tub-7,WK3-UT-1,WK3-UT-2,WK3-UT-3
Zotu132,gq032524.1 topographical and temporal human skin microbiome skin volar forearm clone nbw908a01c1  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus sanguinis;superkingdom__bacteria,100,4.14993e-126,455.735,,,4,6,33,2,7,3,5,3,7,9,1,0,10,39,42,21,6,17,58,5,48,67,68,23,98,71,49,49,138,59,24,40,26,58,0,45,41,29,72,63,43,13,13,83,0,70,58,66,226,0,83,88,73,46,45,83,43,6,6,0,207,7,0,76,49,0,0,71,6,100,59,1,95,74,81,73,20,12,17,13,36,31,50,8,250,8,1,14,29,26,50,2
Zotu133,dethiobacter alkaliphilus  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__syntrophomonadaceae;g__dethiobacter;s__dethiobacter alkaliphilus;superkingdom__bacteria;,85.71428571,3.00698e-77,293.432,,,0,0,0,0,0,0,0,0,0,0,0,111,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,33,0,93,2,4,0,0,0,0,0,0,0,0,2,1,1,0,44,132,59,34,0,6,0,0,368,625,11,102,354,0,0,0,0,3,0,0,0,4,15,1,0,0,0,0,0,0,0,0,0
Zotu134,catenibacterium mitsuokai  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__coprobacillaceae;g__catenibacterium;s__catenibacterium mitsuokai;superkingdom__bacteria;,99.6031746,1.76459e-124,450.325,,,125,102,90,0,112,89,117,83,130,96,0,0,103,23,70,7,3,7,23,7,45,36,37,0,58,22,48,51,42,18,12,38,7,19,0,21,25,9,30,35,36,9,0,33,0,42,53,41,46,0,25,52,41,38,36,23,20,3,3,0,2,0,54,42,32,0,0,0,0,26,0,0,42,32,103,0,33,67,58,107,61,40,59,75,1,29,45,41,30,32,37,3
Zotu135,eubacterium tenue  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__eubacterium tenue;superkingdom__bacteria;,96.42857143,1.27059e-113,414.258,,,1,3,4,0,1,3,1,3,0,0,0,0,1,40,0,21,5,34,73,14,104,71,68,0,0,69,66,143,91,74,36,84,26,48,0,0,77,39,102,86,65,30,0,99,0,81,45,73,0,0,85,108,69,85,70,82,51,14,10,0,0,0,0,110,89,0,0,0,0,127,0,0,91,70,0,0,19,29,29,17,8,39,24,0,0,38,19,28,53,15,0,42
Zotu136,candidatus nitrosoarchaeum limnia sfb1 ;k__archaea;p__thaumarchaeota;c__thaumarchaeota;o__nitrosopumilales;f__nitrosopumilaceae;g__candidatus nitrosoarchaeum;s__candidatus nitrosoarchaeum limnia;superkingdom__archaea,94.86166008,9.81252e-109,398.027,,,2,3,4,0,1,2,0,1,0,1,0,0,3,27,0,22,9,29,55,3,42,54,45,0,0,99,94,87,78,57,41,96,15,57,0,0,53,37,76,58,44,21,0,74,0,84,77,42,0,0,72,98,101,65,64,93,69,5,7,0,0,0,0,100,115,0,0,0,0,66,0,0,76,78,0,0,25,11,58,20,0,20,42,32,0,40,8,27,8,28,12,21
Zotu137,ef509096.1 loss during antibiotic treatment 1 intubated patients colonized pseudomonas aeruginosa endotracheal aspirate clone p3d1_639  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__bulleidia;s__bulleidia extructa;superkingdom__bacteria,91.66666667,2.45499e-97,360.157,,,91,83,93,0,78,109,93,83,74,62,0,0,80,6,12,2,0,4,5,1,16,26,27,0,0,24,11,31,36,22,5,14,8,7,0,7,10,7,15,21,8,7,0,15,0,19,12,7,0,0,37,18,26,19,19,24,26,2,2,26,17,0,0,13,13,0,0,0,0,28,0,0,11,16,0,25,47,48,103,73,13,22,76,100,183,27,58,40,46,90,51,55
Zotu138,af193026.1 desulfovibrio sp. str. mlhm  ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfovibrionales;f__desulfovibrionaceae;g__desulfovibrio;s__desulfovibrio mexicanus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,100,1.19435e-126,457.539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,3,5,0,653,716,232,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,1,72,0,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu139,desulfurivibrio alkaliphilus ;k__bacteria;p__proteobacteria;c__deltaproteobacteria;o__desulfobacterales;f__desulfobulbaceae;g__desulfurivibrio;s__desulfurivibrio alkaliphilus;superkingdom__bacteria;subphylum__delta/epsilon subdivisions,92.12598425,5.82584e-99,365.567,,,0,0,0,0,0,0,0,0,0,0,72,0,0,4,0,8,21,10,464,427,9,0,0,12,0,0,4,79,4,93,317,100,285,5,0,7,3,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu140,fusobacterium mortiferum ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__fusobacterium;s__fusobacterium mortiferum;superkingdom__bacteria,99.20318725,7.50325e-123,444.915,,,9,2,6,0,0,2,2,3,4,0,0,2,2,38,0,22,12,35,22,14,75,79,75,0,0,92,72,72,74,57,33,71,15,54,0,0,37,62,73,59,51,12,1,117,0,92,58,110,1,0,62,68,34,63,44,61,27,5,3,0,0,0,0,71,53,0,0,1,0,67,0,0,86,34,0,0,33,55,23,37,60,21,14,18,0,13,1,31,45,7,1,0
Zotu141,fj167349.1 lactococcus lactis str. t12  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__lactococcus;s__lactococcus lactis;superkingdom__bacteria,97.6284585,1.66018e-118,430.488,,,177,202,173,12,154,185,150,191,189,248,1,5,191,11,38,18,4,7,22,2,33,19,39,4,6,32,24,37,33,22,21,41,18,16,0,47,28,11,15,29,16,4,2,38,106,22,38,19,1,2,58,55,29,28,19,48,20,3,0,3,27,0,2,34,39,0,0,17,14,46,44,5,56,44,4,75,133,135,94,77,139,126,69,150,1,80,116,126,159,129,107,57
Zotu142,dq815016.1 zebrafish digestive tract clone aab56h01  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__fusobacteriaceae;g__cetobacterium;s__cetobacterium somerae;superkingdom__bacteria,100,4.14993e-126,455.735,,,1,13,13,0,4,1,7,5,5,7,0,0,6,40,0,25,8,15,50,11,38,72,47,0,0,94,73,90,107,91,31,51,19,56,0,0,56,38,35,59,42,15,0,86,0,65,35,76,0,0,72,103,77,104,49,53,39,6,8,0,0,0,0,61,55,0,0,0,0,62,0,0,68,56,0,6,17,71,46,34,0,29,7,20,0,10,12,26,3,14,13,15
Zotu143,dyella japonica  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__rhodanobacteraceae;g__dyella;s__dyella japonica; superkingdom__archaea;species__candidatus nitrosoarchaeum;superkingdom__bacteria;species__candidatus nitrosoarchaeum;superkingdom__archaea;species__candidatus nitrosoarchaeum;superkingdom__bacteria;species__candidatus nitrosoarchaeum;superkingdom__bacteria;species__candidatus nitrosoarchaeum;superkingdom__bacteria;species__candidatus nitrosoarchaeum;superkingdom__bacteria;species__candidatus nitrosoarchaeum;superkingdom__bacteria;species__candidatus nitrosoarchaeum;superkingdom__bacteria;,100,1.19435e-126,457.539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,214,4,340,174,569,106,102,48,2,0,1,0,0,0,2,0,0,8,2,13,32,0,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu144,pandoraea thiooxydans ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__burkholderiaceae;g__pandoraea;s__pandoraea thiooxydans;superkingdom__bacteria,96.44268775,3.65679e-114,416.061,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,8,4,7,8,5,0,0,80,0,0,1,4,0,1,10,1,12,67,0,97,71,97,1402,5,16,3,0,0,0,0,0,0,0,0,0,0,1,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu145,ef509096.1 loss during antibiotic treatment 1 intubated patients colonized pseudomonas aeruginosa endotracheal aspirate clone p3d1_639  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__bulleidia;s__bulleidia extructa;superkingdom__bacteria,92.46031746,4.73925e-100,369.174,,,84,82,70,4,86,68,89,64,81,102,0,0,61,7,18,2,2,3,20,1,16,8,13,1,0,15,1,17,33,6,7,12,3,15,0,0,16,4,25,10,12,2,0,23,101,16,10,16,164,22,17,16,14,24,17,10,10,3,1,0,0,0,0,10,12,0,0,0,51,28,0,0,4,18,0,0,83,61,71,29,31,84,49,138,0,55,63,20,55,30,56,40
Zotu146,eu458542.1 spotted hyena feces clone hy2_g10_1   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__blautia producta;superkingdom__bacteria;,100,1.19435e-126,457.539,,,49,77,99,11,59,80,40,67,78,73,0,0,75,59,0,29,13,24,46,4,59,93,63,0,36,101,60,60,78,80,33,87,23,55,0,9,50,51,76,44,78,23,0,102,0,103,87,92,1,0,76,97,74,85,58,47,57,7,9,0,1,0,0,82,60,0,0,0,0,74,0,30,84,91,0,0,10,16,67,33,66,37,82,17,0,60,25,47,17,57,57,47
Zotu147,eu467546.1 southern three_banded armadillo feces clone arma_g07  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__holdemanella;s__eubacterium biforme;superkingdom__bacteria,99.60474308,5.07852e-125,452.129,,,78,34,46,6,43,56,56,82,66,63,4,1,58,44,7,17,10,24,51,12,43,70,72,0,1,87,66,53,61,42,29,47,30,38,0,56,59,35,64,48,68,23,4,83,5,83,59,99,0,3,72,54,91,58,77,83,53,11,9,0,19,0,0,74,57,0,0,0,0,69,0,1,97,40,0,3,27,52,35,52,59,70,77,34,8,39,37,34,71,43,20,11
Zotu148,ay879298.1 granulicatella paradiacens str. 04401102  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__carnobacteriaceae;g__granulicatella;s__granulicatella paradiacens;superkingdom__bacteria,99.20948617,6.18691e-124,448.522,,,7,0,3,0,0,4,6,1,6,0,0,0,1,49,3,21,12,14,56,19,68,108,119,0,0,89,74,55,130,78,56,80,45,54,0,0,59,47,59,83,70,9,0,55,0,70,73,75,0,0,84,59,83,59,62,97,88,8,14,0,21,0,2,70,87,0,0,0,0,82,0,0,85,78,0,0,39,13,12,22,12,66,58,13,1,11,37,48,30,20,23,18
Zotu149,af078766.1 acidovorax temperans str. ccug 11779  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__acidovorax;s__acidovorax temperans;superkingdom__bacteria,97.23320158,7.05926e-117,425.078,,,0,0,0,0,0,0,0,4,0,0,0,0,30,106,809,21,20,16,0,2,0,41,19,37,0,0,32,14,5,5,0,0,0,143,0,345,46,72,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu150,ef509096.1 loss during antibiotic treatment 1 intubated patients colonized pseudomonas aeruginosa endotracheal aspirate clone p3d1_639  ;k__bacteria;p__firmicutes;c__erysipelotrichia;o__erysipelotrichales;f__erysipelotrichaceae;g__bulleidia;s__bulleidia extructa;superkingdom__bacteria,93.25396825,9.1489e-103,378.19,,,77,107,115,6,91,63,113,104,90,81,1,0,71,10,10,5,0,9,11,2,14,10,31,21,0,16,13,4,38,30,13,7,7,19,0,0,16,6,14,18,13,2,0,29,0,23,19,11,0,0,22,24,16,9,15,11,10,3,0,0,1,0,0,13,16,0,0,0,1,31,0,1,23,8,0,0,49,31,65,93,55,85,21,32,34,127,87,46,26,47,41,102
Zotu151,megamonas funiformis  ;k__bacteria;p__firmicutes;c__negativicutes;o__selenomonadales;f__selenomonadaceae;g__megamonas;s__megamonas funiformis; superkingdom__bacteria;,100,4.14993e-126,455.735,,,53,49,39,3,47,47,63,53,54,49,104,0,35,48,8,36,12,47,61,11,90,92,137,0,0,108,99,106,120,110,32,91,30,89,0,0,55,60,86,100,78,22,0,152,0,118,120,111,0,0,120,137,108,71,120,124,69,8,12,0,8,0,30,156,140,0,0,0,0,110,0,0,116,76,0,0,33,50,85,41,29,12,141,37,0,58,57,30,36,33,44,41
Zotu152,sediminibacterium salmoneum  ;k__bacteria;p__bacteroidetes;c__chitinophagia;o__chitinophagales;f__chitinophagaceae;g__sediminibacterium;s__sediminibacterium salmoneum; superkingdom__bacteria;,99.60474308,5.07852e-125,452.129,,,0,0,0,0,0,0,0,0,0,0,94,0,4,61,0,146,186,497,102,120,1,9,12,0,0,0,0,11,4,4,3,0,3,38,0,5,19,2,209,1,0,2,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu153,gq006611.1 topographical and temporal human skin microbiome skin occiput clone nbu85e10c1  ;k__bacteria;p__fusobacteria;c__fusobacteriia;o__fusobacteriales;f__leptotrichiaceae;g__leptotrichia;s__leptotrichia buccalis;superkingdom__bacteria,99.60474308,5.07852e-125,452.129,,,0,1,3,0,4,2,2,1,2,0,0,0,0,46,0,30,6,15,55,12,60,62,66,0,0,113,72,43,66,33,40,60,17,48,0,0,58,26,89,67,27,11,0,126,0,53,73,36,0,0,96,82,61,55,63,88,49,9,5,0,5,0,0,55,88,0,0,0,0,79,0,0,60,61,0,0,0,0,0,7,38,30,22,37,7,22,32,0,24,18,17,0
Zotu154,gaiella occulta  ;k__bacteria;p__actinobacteria;c__rubrobacteria;o__gaiellales;f__gaiellaceae;g__gaiella;s__gaiella occulta; superkingdom__bacteria;,90.51383399,4.45881e-94,349.336,,,0,2,0,0,0,2,2,0,5,0,0,0,0,44,0,27,9,19,43,6,51,65,75,0,0,83,43,128,89,67,33,82,26,44,0,0,49,31,78,30,39,8,0,95,0,66,63,69,0,0,63,81,59,45,61,71,37,14,8,0,0,0,0,83,81,0,0,0,0,81,0,0,53,69,0,0,0,25,60,26,6,16,8,31,0,0,17,31,0,19,46,10
Zotu155,hydrogenophaga defluvii ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__hydrogenophaga;s__hydrogenophaga defluvii;superkingdom__bacteria,98.81422925,2.63074e-122,443.112,,,7,6,5,12,5,12,6,4,23,5,0,385,13,35,32,6,3,15,6,3,30,22,41,0,0,36,32,71,36,34,20,30,8,16,0,60,20,18,27,39,7,4,11,75,0,40,48,50,54,0,31,17,41,57,32,21,26,8,5,0,20,59,0,43,19,0,0,0,0,28,55,0,50,38,0,0,43,17,25,14,25,13,37,16,0,11,13,16,48,10,4,23
Zotu156,sulfurisoma sediminicola  ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__nitrosomonadales;f__sterolibacteriaceae;g__sulfurisoma;s__sulfurisoma sediminicola; superkingdom__bacteria;,98.02371542,1.36276e-119,434.095,,,0,0,0,0,0,0,0,0,0,0,0,0,4,118,0,96,238,54,189,317,48,3,0,312,0,0,96,30,9,8,111,48,73,66,0,64,104,202,62,36,39,13,0,0,25,0,0,0,0,0,0,0,0,3,29,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu157,fj155852.1 clostridium sp. str. jb_2   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__clostridiaceae;g__clostridium;s__clostridium metallolevans;superkingdom__bacteria;,88.93280632,1.45759e-87,327.696,,,0,0,4,0,1,5,1,1,4,3,0,0,3,34,0,21,9,31,28,10,74,88,72,0,0,91,66,48,75,71,17,30,24,53,0,0,41,33,63,57,60,23,0,41,0,93,55,64,0,0,69,79,80,94,59,82,43,13,10,0,0,0,0,65,71,0,0,0,0,78,0,0,62,69,0,0,25,21,15,10,6,16,11,12,0,45,45,15,24,32,28,46
Zotu158,hespellia porcina  ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__hespellia;s__hespellia porcina;superkingdom__bacteria;,97.24409449,3.00167e-115,419.668,,,36,51,36,2,43,44,68,38,35,39,110,0,48,24,0,19,12,28,36,6,25,80,84,0,0,91,30,78,34,40,18,66,18,78,0,0,47,18,31,54,27,16,0,66,0,53,54,68,0,0,62,61,84,40,54,69,37,4,8,0,0,0,0,51,52,0,0,0,0,66,0,0,77,71,0,0,9,20,48,20,73,34,60,80,0,62,43,38,56,17,83,27
Zotu159,ab370249.1 dialister succinatiphilus str. yit 11850   ;k__bacteria;p__firmicutes;c__negativicutes;o__veillonellales;f__veillonellaceae;g__dialister;s__dialister succinatiphilus; superkingdom__bacteria;,98.41269841,1.11358e-120,437.702,,,77,86,92,0,105,73,97,88,114,82,0,122,74,14,0,3,1,11,16,4,15,17,12,0,0,25,15,33,35,17,9,28,7,31,0,0,7,13,9,19,11,13,0,20,0,17,20,6,0,0,21,24,27,18,23,24,4,5,0,0,1,0,2,14,14,0,0,136,0,21,0,1,13,16,0,0,63,40,48,58,102,52,32,78,0,80,15,52,98,44,45,22
Zotu160,candidatus planktophila limnetica   ;k__bacteria;p__actinobacteria;c__actinomycetia;o__candidatus nanopelagicales;f__candidatus nanopelagicaceae;g__candidatus planktophila;s__candidatus planktophila limnetica;superkingdom__bacteria;,97.23320158,7.05926e-117,425.078,,,0,0,0,0,0,0,0,0,0,0,0,0,2,213,61,225,313,218,79,199,34,9,9,18,0,0,4,3,4,14,17,9,13,15,0,6,23,14,0,15,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu161,eu459388.1 cheetah feces clone ce3_aai06g06   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__peptostreptococcaceae;g__peptoclostridium;s__clostridium hiranonis;superkingdom__bacteria;,98.80952381,9.14083e-122,441.308,,,11,8,7,0,7,3,5,7,6,9,0,0,10,39,1,19,8,26,23,4,48,65,52,0,1,84,50,49,69,65,19,40,29,61,0,24,27,43,42,57,39,16,3,87,0,67,82,45,3,2,118,85,55,68,53,61,49,8,8,0,1,0,0,52,71,0,0,1,2,71,1,1,61,22,0,0,34,0,11,68,0,1,32,3,0,1,14,41,48,37,23,14
Zotu162,eu730929.1 acinetobacter johnsonii str. 178  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__moraxellaceae;g__acinetobacter;s__acinetobacter johnsonii;superkingdom__bacteria,100,1.19435e-126,457.539,,,13,1,9,31,7,14,22,12,14,10,0,0,13,26,0,15,1,14,26,9,33,40,55,1,0,59,43,46,33,45,28,33,13,27,0,0,20,34,43,22,27,5,79,44,176,39,44,59,0,0,73,27,80,47,45,20,21,7,5,55,0,0,33,67,72,0,0,38,0,29,0,78,61,44,0,0,7,18,9,49,6,44,1,0,0,20,18,37,22,31,99,15
Zotu163,u67944.1 mycoplasma auris str. uia  ;k__bacteria;p__tenericutes;c__mollicutes;o__mycoplasmatales;f__mycoplasmataceae;g__mycoplasma;s__mycoplasma auris;superkingdom__bacteria,76.6798419,3.21624e-45,187.033,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,14,669,185,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu164,frateuria aurantia  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__xanthomonadales;f__rhodanobacteraceae;g__frateuria;s__frateuria aurantia; superkingdom__bacteria;,86.22047244,3.00698e-77,293.432,,,0,3,3,0,0,4,2,5,0,0,0,0,0,33,0,15,10,24,27,12,50,46,60,0,0,84,48,87,41,46,29,64,19,57,0,0,62,18,49,57,54,17,0,61,0,98,45,34,0,0,76,56,55,35,63,79,20,9,2,0,0,0,0,63,65,0,0,0,0,61,0,0,56,80,0,0,11,29,29,0,12,0,13,16,0,0,38,18,35,3,31,46
Zotu166,dq178233.1 pseudomonas putida str. pc36  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas putida;superkingdom__bacteria;species group  pseudomonas putida group,100,1.19435e-126,457.539,,,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,3,5,0,0,0,0,2,0,5,2,0,0,12,0,0,0,2,8,0,20,0,0,0,0,0,1,2,0,0,164,911,119,0,0,0,0,0,0,0,0,0,0,2,8,0,61,55,0,0,1,3,3,0,0,0,6,1,0,0,0,0,0
Zotu167,pediococcus pentosaceus ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__pediococcus;s__pediococcus pentosaceus;superkingdom__bacteria,97.6284585,1.66018e-118,430.488,,,59,62,37,0,54,52,51,47,42,66,1,0,68,44,0,13,6,13,36,12,47,39,55,0,2,78,41,43,42,60,30,51,12,35,0,19,38,18,36,60,55,6,0,47,0,43,59,56,0,0,49,58,41,55,66,61,31,4,3,0,0,0,0,77,80,0,0,0,2,49,0,0,36,32,0,0,30,43,51,4,49,65,77,39,0,54,43,30,49,23,28,9
Zotu168,dq805075.1 human fecal clone rl385_aao84h05   ;k__bacteria;p__firmicutes;c__clostridia;o__eubacteriales;f__lachnospiraceae;g__blautia;s__ruminococcus gnavus;superkingdom__bacteria;,99.60474308,5.07852e-125,452.129,,,52,54,38,3,37,35,42,28,44,60,0,4,61,45,0,10,6,18,31,10,59,63,64,0,0,82,79,69,40,46,28,25,24,34,0,1,61,33,50,58,46,14,0,73,0,59,56,84,0,0,54,63,37,54,73,59,52,4,7,4,21,0,0,46,93,0,0,0,0,51,0,0,70,67,53,0,14,17,29,28,29,21,34,47,0,13,31,7,22,85,20,41
Zotu169,af429763.1 streptococcus lutetiensis subsp. coli str. hdp90246 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus lutetiensis;superkingdom__bacteria,98.41269841,1.11358e-120,437.702,,,157,154,183,3,127,158,125,136,154,150,1,3,166,23,49,16,4,9,36,4,50,71,62,0,7,56,65,87,46,50,25,56,24,26,0,2,41,34,33,25,22,14,50,79,5,59,58,58,0,2,46,57,58,67,46,59,16,5,5,3,20,4,0,52,35,0,0,2,9,45,1,2,57,35,8,1,76,53,109,28,47,91,148,76,0,45,51,71,64,59,75,48
Zotu170,am157441.1 streptococcus parasanguinis mother v4  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__streptococcaceae;g__streptococcus;s__streptococcus parasanguinis;superkingdom__bacteria,100,4.14993e-126,455.735,,,0,0,16,0,1,0,0,3,0,1,172,0,1,4,4,0,0,2,3,1,6,1,1,37,116,1,6,0,4,6,1,1,1,6,0,2,8,0,8,3,2,1,75,4,0,7,7,9,364,1,19,6,2,5,2,12,4,0,0,0,15,45,0,1,7,0,0,199,50,4,47,0,5,16,266,0,8,1,22,23,8,4,6,1,114,9,4,40,20,3,6,1
Zotu171,gq080306.1 topographical and temporal human skin microbiome skin volar forearm clone nbw1186f06c1   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__moraxellaceae;g__enhydrobacter;s__enhydrobacter aerosaccus; superkingdom__bacteria;,99.21259843,1.78056e-124,450.325,,,1,1,3,0,2,0,2,0,4,3,0,0,0,20,0,14,3,15,38,4,34,72,73,0,0,76,59,93,38,60,24,46,21,44,0,0,49,25,47,67,42,16,0,92,0,55,48,56,0,0,49,77,42,57,52,52,39,4,4,1,0,0,0,56,60,0,0,0,0,80,0,0,58,53,0,0,18,18,2,20,9,10,7,7,0,27,1,43,8,15,5,21
Zotu172,ab202184.2 japanese floodwater paddy field isolate 070442070442 str. 070442  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__sphingomonadales;f__sphingomonadaceae;g__novosphingobium;s__novosphingobium stygium;superkingdom__bacteria,95.65217391,1.89426e-111,407.044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,641,164,95,15,88,397
